PatientID,Diagnosis,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,Polyphagia,IncreasedALKP,IncreasedATL_GGT_AST,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
799,0,Others,8,M,True,Weight loss,37.7,False,False,False,True,True,False,True,False,False,True,False,False,False,False,,,False,False,False,False
800,0,Labrador Retriever,13,M,False,No change,,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False
801,0,Cocker Spaniel,6,F,True,Weight gain,15.3,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
802,0,Staffordshire Bull Terrier,16,M,True,Weight loss,16.9,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
803,0,Crossbreed,15,M,True,No change,21.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,True
804,0,Others,7,M,True,No change,39.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
805,0,Staffordshire Bull Terrier,10,F,True,No change,22.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
806,0,Crossbreed,9,F,True,No change,15.1,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
807,0,Others,2,M,True,No change,26.3,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
808,0,Others,10,F,True,Weight loss,13.8,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
809,0,West Highland White Terrier,10,F,True,Weight loss,10.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
810,0,Bichon Frise,7,M,True,No change,,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False
811,0,Bichon Frise,7,F,True,Weight gain,8.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,False,False,False,False
812,0,Crossbreed,11,M,True,No change,32.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
813,0,Others,7,F,True,No change,33.9,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
814,0,Labrador Retriever,9,F,True,No change,32.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,True,False,False,False,False
815,0,Others,8,M,True,Weight gain,,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
816,0,Others,9,F,True,Weight loss,21.6,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False
817,0,Labrador Retriever,4,F,True,Weight gain,39.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
818,0,Others,10,M,True,No change,36.9,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
819,0,West Highland White Terrier,8,M,True,No change,13.3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
820,0,Others,4,F,True,No change,1.65,True,False,False,False,True,True,False,False,False,False,False,False,False,False,,,False,False,False,False
821,0,Jack Russell Terrier,13,F,False,No change,,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,,False,False,False,False
822,0,Yorkshire Terrier,12,F,True,No change,7.2,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False
823,0,Jack Russell Terrier,10,F,True,No change,,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
824,0,Crossbreed,13,F,True,No change,9.05,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
825,0,Others,8,F,True,No change,11.15,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
826,0,Crossbreed,10,M,False,No change,28.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
827,0,Border Terrier,11,M,True,No change,13.7,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False
828,0,Others,11,F,True,No change,14.7,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
829,0,Schnauzer,13,M,True,Weight loss,17.2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,,,False,False,False,False
830,0,Others,12,M,True,Weight loss,21.0,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False
831,0,Bichon Frise,12,F,True,No change,6.4,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False
832,0,Bichon Frise,8,M,True,No change,9.6,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False
833,0,Others,2,M,True,No change,4.62,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,True,False
834,0,Crossbreed,14,M,True,No change,11.65,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
835,0,Staffordshire Bull Terrier,14,M,False,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
836,0,Labrador Retriever,8,M,True,Weight loss,,False,False,False,False,True,True,False,False,False,False,False,True,True,True,,,False,False,False,False
837,0,Bichon Frise,8,M,True,No change,10.3,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
838,0,Labrador Retriever,10,F,True,No change,25.6,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
839,0,Jack Russell Terrier,10,M,True,No change,9.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
840,0,Crossbreed,12,M,True,No change,13.65,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False
841,0,Shih Tzu,10,F,True,No change,9.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
842,0,Springer Spaniel,9,F,True,No change,18.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
843,0,Schnauzer,9,M,True,No change,15.7,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,,False,False,False,False
844,0,Jack Russell Terrier,11,M,True,No change,9.3,False,True,False,False,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
845,0,Staffordshire Bull Terrier,13,M,False,No change,,False,False,False,True,False,False,False,False,False,True,False,True,False,False,,,False,False,False,False
846,0,Yorkshire Terrier,5,F,True,No change,8.6,False,True,True,True,True,False,False,False,True,False,False,True,False,False,,,False,False,False,False
847,0,Staffordshire Bull Terrier,14,F,True,Weight loss,16.8,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
848,0,Jack Russell Terrier,3,F,True,No change,15.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
849,0,Crossbreed,12,M,True,No change,19.2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
850,0,West Highland White Terrier,7,F,True,No change,8.5,False,False,False,False,True,True,False,False,True,False,False,True,True,False,,,False,False,False,False
851,0,Others,11,F,True,No change,26.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
852,0,Cavalier King Charles Spaniel,7,M,True,Weight gain,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,,False,False,False,False
853,0,Bichon Frise,10,M,True,No change,15.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
854,0,Bichon Frise,10,F,True,No change,7.0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False
855,0,Jack Russell Terrier,13,M,True,No change,14.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
856,0,Labrador Retriever,6,F,True,No change,34.25,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,,False,False,False,False
857,0,Others,12,M,False,No change,10.5,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False
858,0,Crossbreed,4,M,True,No change,15.95,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
859,0,Schnauzer,11,F,False,Weight loss,10.21,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,False,False,False,False
860,0,West Highland White Terrier,14,M,False,No change,13.6,False,False,False,False,False,True,False,True,True,False,False,False,False,False,,,False,False,False,False
861,0,Crossbreed,6,F,True,No change,9.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
862,0,Cavalier King Charles Spaniel,6,F,False,No change,9.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,False,False,False,False
863,0,Labrador Retriever,9,M,True,Weight loss,31.4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,,False,False,False,False
864,0,Schnauzer,6,M,False,No change,12.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
865,0,Bichon Frise,12,F,True,No change,10.45,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,True,True,False,False
866,0,Others,9,M,True,No change,9.3,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
867,0,West Highland White Terrier,12,M,True,No change,9.6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,,False,False,False,False
868,0,Yorkshire Terrier,8,F,True,Weight gain,11.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
869,0,Others,9,M,True,No change,6.95,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
